stroke_count,kanji,meaning,readings
9,肺,lungs,hai
9,畑,farm,hata/hatake
9,発,departure,hatsu/hotsu
9,卑,lowly,hi/iya-shii/iya-shimu/iya-shimeru
9,飛,fly,hi/to-bu/to-basu
9,眉,eyebrow,bi/mayu
9,美,beauty,bi/utsuku-shii
9,秒,second (part of time),byō
9,品,article,hin/shina
9,訃,obituary,fu
9,負,lose,fu/ma-keru/ma-kasu/o-u
9,赴,proceed,fu/omomu-ku
9,封,seal,fū/hō
9,風,wind,fū/kaze
9,柄,design,hei/gara/e
9,変,change,hen/ka-waru/ka-eru
9,便,convenience,ben/bin/tayo-ri
9,保,preserve,ho/tamo-tsu
9,胞,placenta,hō
9,某,so-and-so,bō
9,冒,risk,bō/oka-su
9,勃,rise,botsu
9,盆,basin,bon
9,昧,foolish,mai
9,迷,astray,mei/mayo-u
9,面,face,men/omo/omote/tsura
9,約,promise,yaku
9,勇,courage,yū/isa-mu
9,幽,seclude,yū
9,洋,ocean,yō
9,要,need,yō/kaname/i-ru
9,律,law,ritsu
9,柳,willow,ryū/yanagi
9,侶,companion,ryo
9,厘,thousandth,rin
9,郎,son,rō
10,挨,push open,ai
10,案,plan,an
10,員,member,in
10,院,institution,in
10,唄,song,
10,畝,furrow,une
10,浦,bay,ura
10,益,benefit,eki
10,悦,ecstasy,etsu
10,宴,banquet,en
10,桜,cherry tree,ō/sakura
10,翁,venerable old man,ō
10,俺,"I, we",ore
10,恩,grace,on
10,夏,summer,ka/natsu
10,家,house,ka/ke/ie/ya
10,荷,luggage,ka/ni
10,華,splendor,ka/hana
10,蚊,mosquito,ka
10,害,harm,gai
10,格,status,kaku
10,核,nucleus,kaku
10,株,stocks,kabu
10,釜,kettle,kama
10,陥,collapse,kan/ochii-ru/otoshii-reru
10,既,previously,ki/sude-ni
10,記,write down,ki/shiru-su
10,起,wake up,ki/o-kiru/o-koru/o-kosu
10,飢,hungry,ki/u-eru
10,鬼,ghost,ki/oni
10,帰,return,ki/kae-ru/kae-su
10,宮,Shinto shrine,kyū/gū/miya
10,挙,raise,kyo/a-geru/a-garu
10,恐,fear,kyō/oso-reru/oso-roshii
10,恭,respect,kyō/uyauya-shii
10,胸,bosom,kyō/mune
10,脅,threaten,kyō/obiya-kasu/odo-su/odo-kasu
10,訓,instruction,kun
10,郡,county,gun
10,恵,favor,kei/e/megu-mu
10,桁,beam,keta
10,倹,frugal,ken
10,兼,concurrently,ken/ka-neru
10,剣,sabre,ken/tsurugi
10,拳,fist,ken/kobushi
10,軒,flats,ken/noki
10,原,field,gen/hara
10,個,individual,ko
10,庫,warehouse,ko
10,娯,recreation,go
10,悟,enlightenment,go/sato-ru
10,候,climate,kō/sōrō
10,校,school,kō
10,耕,till,kō/tagaya-su
10,航,cruise,kō
10,貢,tribute,kō/mitsu-gu
10,降,descend,kō/o-riru/o-rosu/fu-ru
10,高,"tall, expensive",kō/taka-i/taka/taka-maru/taka-meru
10,剛,sturdy,gō
10,骨,bone,kotsu/hone
10,根,root,kon/ne
10,唆,tempt,sa/sosonoka-su
10,差,distinction,sa/sa-su
10,座,sit,za/suwa-ru
10,挫,sprain,za
10,宰,superintend,sai
10,栽,plantation,sai
10,剤,dose,zai
10,財,wealth,zai
10,索,cord,saku
10,殺,kill,satsu/koro-su
10,桟,scaffold,san
10,蚕,silkworm,san/kaiko
10,残,remainder,zan/noko-ru/noko-su
10,師,expert,shi
10,恣,selfish,shi
10,紙,paper,shi/kami
10,脂,fat,shi/abura
10,時,time,ji/toki
10,疾,rapidly,shitsu
10,射,shoot,sha/i-ru
10,借,borrow,shaku/ka-riru
10,酌,bartending,shaku/ku-mu
10,弱,weak,jaku/yowa-i/yowa-ru/yowa-maru/yowa-meru
10,殊,particularly,shu/koto
10,珠,pearl,shu
10,酒,alcoholic drink,shu/sake
10,修,discipline,shū/osa-meru/osa-maru
10,袖,sleeve,shū/sode
10,従,obey,jū/shitaga-u/shitaga-eru
10,准,quasi-,jun
10,殉,martyrdom,jun
10,純,genuine,jun
10,書,write,sho/ka-ku
10,徐,gradually,jo
10,除,exclude,jo/nozo-ku
10,宵,wee hours,shō/yoi
10,将,leader,shō
10,消,extinguish,shō/ki-eru/ke-su
10,症,symptoms,shō
10,祥,auspicious,shō
10,称,appellation,shō
10,笑,laugh,shō/wara-u/e-mu
10,辱,embarrass,joku/hazukashi-meru
10,唇,lips,shin/kuchibiru
10,娠,with child,shin
10,振,shake,shin/fu-ru/fu-rū/fu-reru
10,浸,immersed,shin/hita-su/hita-ru
10,真,true,shin/ma
10,針,needle,shin/hari
10,陣,camp,jin
10,粋,chic,sui/iki
10,衰,decline,sui/otoro-eru
10,凄,uncanny,sei
10,逝,departed,sei/yu-ku/i-ku
10,席,seat,seki
10,脊,stature,seki
10,隻,vessels,seki
10,扇,fan,sen/ōgi
10,栓,plug,sen
10,租,tariff,so
10,素,elementary,so/su
10,倉,warehouse,sō/kura
10,捜,search,sō/saga-su
10,挿,insert,sō/sa-su
10,桑,mulberry,sō/kuwa
10,造,create,zō/tsuku-ru
10,息,breath,soku/iki
10,捉,capture,soku/tora-eru
10,速,fast,soku/haya-i/haya-meru/haya-maru/sumi-yaka
10,孫,grandchild,son/mago
10,帯,sash,tai/o-biru/obi
10,泰,peaceful,tai
10,託,consign,taku
10,値,value,chi/ne/atai
10,恥,shame,chi/ha-jiru/haji/ha-jirau/ha-zukashii
10,致,(to) do,chi/ita-su
10,畜,livestock,chiku
10,逐,pursue,chiku
10,秩,regularity,chitsu
10,衷,inmost,chū
10,酎,sake,chū
10,捗,make progress,choku
10,朕,majestic plural,chin
10,通,pass through,tsū/too-ru/too-su/kayo-u
10,庭,garden,tei/niwa
10,逓,relay,tei
10,哲,philosophy,tetsu
10,展,expand,ten
10,徒,junior,to
10,途,route,to
10,倒,overthrow,tō/tao-reru/tao-su
10,凍,frozen,tō/koo-ru/kogo-eru
10,唐,T'ang,tō/kara
10,島,island,tō/shima
10,桃,peach tree,tō/momo
10,討,chastise,tō/u-tsu
10,透,transparent,tō/su-ku/su-kasu/su-keru
10,党,group,tō
10,胴,trunk,dō
10,匿,hide,toku
10,特,special,toku
10,悩,trouble,nō/naya-mu/naya-masu
10,納,settlement,nō/osa-meru/osa-maru
10,能,ability,nō
10,破,rend,ha/yabu-ru/yabu-reru
10,馬,horse,ba/uma
10,俳,haiku,hai
10,配,distribute,hai/kuba-ru
10,倍,double,bai
10,梅,ume (Japanese apricot),bai/ume
10,剝,peel,haku/ha-gasu/ha-gu/ha-gareru/ha-geru
10,班,squad,han
10,畔,paddy-ridge,han
10,般,generally,han
10,疲,exhausted,hi/tsuka-reru
10,秘,secret,hi/hi-meru
10,被,incur,hi/kōmu-ru
10,姫,princess,hime
10,俵,bag,hyō/tawara
10,病,sick,byō/ya-mu/yamai
10,浜,seacoast,hin/hama
10,敏,cleverness,bin
10,浮,floating,fu/u-ku/u-kareru/u-kabu/u-kaberu
10,粉,flour,fun/ko/kona
10,紛,distract,fun/magi-reru/magi-rasu/magi-rawasu/magi-rawashii
10,陛,highness,hei
10,勉,exertion,ben
10,哺,suckle,ho
10,捕,catch,ho/to-raeru/to-rawareru/to-ru/tsuka-maeru/tsuka-maru
10,俸,salary,hō
10,倣,emulate,hō/nara-u
10,峰,summit,hō/mine
10,砲,cannon,hō
10,剖,divide,bō
10,紡,spinning,bō/tsumu-gu
10,埋,bury,mai/u-meru/u-maru/u-moreru
10,脈,vein,myaku
10,眠,sleep,min/nemu-ru/nemu-i
10,娘,daughter,musume
10,冥,dark,mei/myō
10,耗,decrease,mō
10,紋,family crest,mon
10,容,contain,yō
10,浴,bathe,yoku/a-biru/a-biseru
10,流,stream,ryū/naga-reru/naga-su
10,留,detain,ryū/to-meru/to-maru
10,竜,dragon,ryū/tatsu
10,旅,trip,ryo/tabi
10,料,fee,ryō
10,倫,ethics,rin
10,涙,tears,rui/namida
10,烈,ardent,retsu
10,恋,romance,ren/ko-u/koi/koi-shii
10,連,take along,ren/tsura-naru/tsura-neru/tsu-reru
10,朗,melodious,rō/hoga-raka
10,浪,wandering,rō
10,脇,aside,waki
11,悪,bad,aku/o/waru-i
11,尉,military officer,i
11,異,uncommon,i/koto
11,移,shift,i/utsu-ru/utsu-su
11,萎,wither,i/na-eru
11,域,range,iki
11,逸,deviate,itsu
11,淫,lewdness,in/mida-ra
11,陰,shade,in/kage/kage-ru
11,液,fluid,eki
11,菓,confectionery,ka
11,貨,freight,ka
11,械,contraption,kai
11,崖,cliff,gai/gake
11,涯,horizon,gai
11,殻,husk,kaku/kara
11,郭,enclosure,kaku
11,掛,hang,ka-keru/ka-karu/kakari
11,喝,hoarse,katsu
11,渇,thirst,katsu/kawa-ku
11,乾,dry,kan/kawa-ku/kawa-kasu
11,勘,intuition,kan
11,患,afflicted,kan/wazura-u
11,貫,pierce,kan/tsuranu-ku
11,眼,eyeball,gan/manako
11,基,foundation,ki/moto/motoi
11,寄,approach,ki/yo-ru/yo-seru
11,規,rule,ki
11,亀,turtle,ki/kame
11,偽,falsehood,gi/itsuwa-ru/nise
11,菊,chrysanthemum,kiku
11,脚,leg,kyaku/ashi
11,救,salvation,kyū/suku-u
11,球,sphere,kyū/tama
11,虚,void,kyo
11,許,permit,kyo/yuru-su
11,魚,fish,gyo/uo/sakana
11,強,strong,kyō/gō/tsuyo-i/tsuyo-maru/tsuyo-meru/shi-iru
11,教,teach,kyō/oshi-eru/oso-waru
11,郷,home town,kyō/gō
11,菌,germ,kin
11,惧,dread,gu
11,偶,accidentally,gū
11,掘,dig,kutsu/ho-ru
11,啓,disclose,kei
11,掲,put up (a notice),kei/kaka-geru
11,渓,mountain stream,kei
11,経,manage,kei/kyō/he-ru
11,蛍,lightning-bug,kei/hotaru
11,健,healthy,ken/suko-yaka
11,険,precipitous,ken/kewa-shii
11,現,appear,gen/arawa-reru/arawa-su
11,舷,gunwale,gen
11,康,health,kō
11,控,withdraw,kō/hika-eru
11,梗,close up,kō
11,黄,yellow,kō/ō/ki
11,黒,black,koku/kuro/kuro-i
11,頃,times,koro
11,婚,marriage,kon
11,混,mix,kon/ma-jiru/ma-zaru/ma-zeru/ko-mu
11,痕,mark,kon/ato
11,紺,dark blue,kon
11,彩,coloring,sai/irodo-ru
11,採,pick,sai/to-ru
11,済,settle,sai/su-mu/su-masu
11,祭,festival,sai/matsu-ru/matsu-ri
11,斎,purification,sai
11,細,thin,sai/hoso-i/hoso-ru/koma-ka/koma-kai
11,菜,vegetable,sai/na
11,埼,cape (geography),
11,崎,promontory,saki
11,惨,wretched,san/zan/miji-me
11,産,give birth,san/u-mu/u-mareru/ubu
11,斬,kill by slicing,zan/ki-ru
11,視,look at,shi
11,鹿,deer,shika/roku
11,執,tenacious,shitsu/shū/to-ru
11,捨,throw away,sha/su-teru
11,赦,pardon,sha
11,斜,diagonal,sha/nana-me
11,蛇,snake,ja/da/hebi
11,釈,explanation,shaku
11,寂,loneliness,jaku/sabi/sabi-shii/sabi-reru
11,授,instruct,ju/sazu-keru/sazu-karu
11,終,end,shū/o-waru/o-eru
11,羞,feel ashamed,shū
11,習,learn,shū/nara-u
11,週,week,shū
11,渋,astringent,jū/shibu/shibu-i/shibu-ru
11,宿,inn,shuku/yado/yado-ru/yado-su
11,淑,graceful,shuku
11,粛,solemn,shuku
11,術,art,jutsu
11,庶,commoner,sho
11,唱,chant,shō/tona-eru
11,商,sell,shō/akina-u
11,渉,ford,shō
11,章,chapter,shō
11,紹,introduce,shō
11,訟,sue,shō
11,剰,surplus,jō
11,常,normal,jō/tsune/toko
11,情,feelings,jō/nasa-ke
11,深,deep,shin/fuka-i/fuka-maru/fuka-meru
11,紳,sire,shin
11,進,advance,shin/susu-mu/susu-meru
11,推,infer,sui/o-su
11,酔,drunk,sui/yo-u
11,崇,adore,sū
11,据,set,su-eru/su-waru
11,清,pure,sei/kiyo-i/kiyo-maru/kiyo-meru
11,盛,prosper,sei/mo-ru/saka-ru/saka-n
11,惜,pity,seki/o-shii/o-shimu
11,戚,grieve,seki
11,責,blame,seki/se-meru
11,接,contact,setsu/tsu-gu
11,設,establish,setsu/mō-keru
11,雪,snow,setsu/yuki
11,旋,rotation,sen
11,船,boat,sen/fune
11,措,set aside,so
11,粗,coarse,so/ara-i
11,組,association,so/ku-mu/kumi
11,巣,nest,sō/su
11,掃,sweep,sō/ha-ku
11,曹,cadet,sō
11,曽,formerly,sō
11,爽,refreshing,sō/sawa-yaka
11,窓,window,sō/mado
11,側,side,soku/gawa
11,族,tribe,zoku
11,率,rate,sotsu/ritsu/hiki-iru
11,唾,saliva,da/tsuba
11,堆,piled high,tai
11,袋,sack,tai/fukuro
11,逮,apprehend,tai
11,第,ordinal number prefix,dai
11,脱,undress,datsu/nu-gu/nu-geru
11,探,grope,tan/sagu-ru/saga-su
11,淡,thin,tan/awa-i
11,断,cut off,dan/ta-tsu/kotowa-ru
11,窒,plug up,chitsu
11,著,renowned,cho/arawa-su/ichijiru-shii
11,帳,account book,chō
11,張,stretch,chō/ha-ru
11,彫,carve,chō/ho-ru
11,眺,stare,chō/naga-meru
11,釣,angling,chō/tsu-ru
11,頂,place on the head,chō/itada-ku/itadaki
11,鳥,bird,chō/tori
11,陳,exhibit,chin
11,停,halt,tei
11,偵,spy,tei
11,笛,flute,teki/fue
11,添,annexed,ten/so-eru/so-u
11,転,revolve,ten/koro-garu/koro-geru/koro-gasu/koro-bu
11,都,metropolis,to/tsu/miyako
11,悼,lament,tō/ita-mu
11,盗,steal,tō/nusu-mu
11,陶,pottery,tō
11,動,move,dō/ugo-ku/ugo-kasu
11,堂,public chamber,dō
11,得,acquire,toku/e-ru/u-ru
11,豚,pork,ton/buta
11,貪,covet,don/musabo-ru
11,梨,pear tree,nashi
11,軟,soft,nan/yawa-raka/yawa-rakai
11,捻,twist,nen/hine-ru
11,粘,sticky,nen/neba-ru
11,脳,brain,nō
11,婆,old woman,ba
11,排,repudiate,hai
11,敗,failure,hai/yabu-reru
11,培,cultivate,bai/tsuchika-u
11,陪,obeisance,bai
11,舶,liner,haku
11,販,marketing,han
11,票,ballot,hyō
11,描,sketch,byō/ega-ku/ka-ku
11,猫,cat,byō/neko
11,貧,poor,hin/bin/mazu-shii
11,瓶,flower pot,bin
11,婦,lady,fu
11,符,token,fu
11,部,part,bu
11,副,vice,fuku
11,閉,closed,hei/to-jiru/to-zasu/shi-meru/shi-maru
11,偏,partial,hen/katayo-ru
11,崩,crumble,hō/kuzu-reru/kuzu-su
11,訪,visit,hō/otozu-reru/tazu-neru
11,望,hope,bō/mō/nozo-mu
11,堀,ditch,hori
11,麻,hemp,ma/asa
11,密,secrecy,mitsu
11,務,duty,mu/tsuto-meru/tsuto-maru
11,猛,fierce,mō
11,問,question,mon/to-u/to-i
11,野,field,ya/no
11,訳,translate,yaku/wake
11,唯,solely,yui
11,悠,permanence,yū
11,郵,mail,yū
11,庸,commonplace,yō
11,欲,longing,yoku/ho'-suru/ho-shii
11,翌,the following,yoku
11,理,reason,ri
11,陸,land,riku
11,略,abbreviation,ryaku
11,粒,grains,ryū/tsubu
11,隆,hump,ryū
11,涼,refreshing,ryō/suzu-shii/suzu-mu
11,猟,game-hunting,ryō
11,陵,mausoleum,ryō/misasagi
11,累,accumulate,rui
12,握,grip,aku/nigi-ru
12,嵐,storm,arashi
12,偉,admirable,i/era-i
12,椅,chair,i
12,飲,drink,in/no-mu
12,運,carry,un/hako-bu
12,雲,cloud,un/kumo
12,営,manage,ei/itona-mu
12,詠,recitation,ei/yo-mu
12,越,cross over,etsu/ko-su/ko-eru
12,媛,princess,en
12,援,aid,en
12,奥,heart,ō/oku
12,温,warm,on/atata-ka/atata-kai/atata-maru/atata-meru
12,渦,whirlpool,ka/uzu
12,過,go beyond,ka/su-giru/su-gosu/ayama-tsu/ayama-chi
12,賀,congratulations,ga
12,絵,picture,kai/e
12,開,open,kai/hira-ku/hira-keru/a-ku/a-keru
12,階,floor of a building,kai
12,街,street,gai/machi
12,覚,memorize,kaku/obo-eru/sa-masu/sa-meru
12,割,divide,katsu/wa-ru/wari/wa-reru/sa-ku
12,葛,arrowroot,katsu/kuzu
12,寒,cold,kan/samu-i
12,喚,yell,kan
12,堪,withstand,kan/ta-eru
12,換,interchange,kan/ka-eru/ka-waru
12,敢,daring,kan
12,棺,coffin,kan
12,款,goodwill,kan
12,間,interval,kan/ken/aida/ma
12,閑,leisure,kan
12,喜,rejoice,ki/yoroko-bu
12,幾,how many,ki/iku
12,揮,brandish,ki
12,期,period of time,ki
12,棋,chess piece,ki
12,貴,precious,ki/tatto-i/tōto-i/tatto-bu/tōto-bu
12,欺,deceit,gi/azamu-ku
12,喫,consume,kitsu
12,給,salary,kyū
12,距,long-distance,kyo
12,御,honorable,gyo/go/on
12,暁,daybreak,gyō/akatsuki
12,極,poles,kyoku/goku/kiwa-meru/kiwa-maru/kiwa-mi
12,勤,diligence,kin/tsuto-meru/tsuto-maru
12,琴,harp,kin/koto
12,筋,muscle,kin/suji
12,遇,interview,gū
12,隅,corner,gū/sumi
12,敬,respect,kei/uyama-u
12,景,scenery,kei
12,軽,light,kei/karu-i/karo-yaka
12,結,tie,ketsu/musu-bu/yu-u/yu-waeru
12,圏,sphere,ken
12,堅,strict,ken/kata-i
12,検,examine,ken
12,減,decrease,gen/he-ru/he-rasu
12,湖,lake,ko/mizūmi
12,雇,employ,ko/yato-u
12,喉,throat,kō/nodo
12,慌,disconcerted,kō/awa-teru/awa-tadashii
12,港,harbor,kō/minato
12,硬,stiff,kō/kata-i
12,絞,strangle,kō/shibo-ru/shi-meru/shi-maru
12,項,paragraph,kō
12,詐,lie,sa
12,最,most,sai/motto-mo
12,裁,judge,sai/ta-tsu/saba-ku
12,策,scheme,saku
12,酢,vinegar,saku/su
12,傘,umbrella,san/kasa
12,散,scatter,san/chi-ru/chi-rasu/chi-rakasu/chi-rakaru
12,紫,purple,shi/murasaki
12,詞,poetry,shi
12,歯,tooth,shi/ha
12,滋,nourishing,ji
12,軸,axis,jiku
12,湿,damp,shitsu/shime-ru/shime-su
12,煮,boil,sha/ni-ru/ni-eru/ni-yasu
12,就,concerning,shū/tsu-ku/tsu-keru
12,衆,masses,shū
12,集,collect,shū/atsu-maru/atsu-meru/tsudo-u
12,循,sequential,jun
12,順,obey,jun
12,暑,hot,sho/atsu-i
12,勝,win,shō/ka-tsu/masa-ru
12,掌,manipulate,shō
12,晶,sparkle,shō
12,焼,bake,shō/ya-ku/ya-keru
12,焦,char,shō/ko-geru/ko-gasu/ko-gareru/ase-ru
12,硝,nitrate,shō
12,粧,cosmetics,shō
12,詔,imperial edict,shō/mikotonori
12,証,evidence,shō
12,象,elephant,shō/zō
12,場,place,jō/ba
12,畳,tatami mat,jō/tata-mu/tatami
12,植,plant,shoku/u-eru/u-waru
12,殖,augment,shoku/fu-eru/fu-yasu
12,森,forest,shin/mori
12,診,checkup,shin/mi-ru
12,尋,inquire,jin/tazu-neru
12,須,by all means,su
12,遂,consummate,sui/to-geru
12,随,follow,zui
12,婿,bridegroom,sei/muko
12,晴,clear up,sei/ha-reru/ha-rasu
12,税,tax,zei
12,絶,discontinue,zetsu/ta-eru/ta-yasu/ta-tsu
12,善,good,zen/yo-i
12,然,so,zen/nen
12,疎,alienate,so/uto-i/uto-mu
12,訴,sue,so/utta-eru
12,創,create,sō/tsuku-ru
12,喪,miss,sō/mo
12,痩,get thin,sō/ya-seru
12,葬,interment,sō/hōmu-ru
12,装,attire,sō/shō/yosoo-u
12,測,fathom,soku/haka-ru
12,属,belong,zoku
12,尊,revered,son/tatto-i/tōto-i/tatto-bu/tōto-bu
12,堕,degenerate,da
12,惰,lazy,da
12,替,exchange,tai/ka-eru/ka-waru
12,貸,lend,tai/ka-su
12,隊,group,tai
12,達,attain,tatsu
12,棚,shelf,tana
12,短,short,tan/mijika-i
12,弾,bullet,dan/hi-ku/hazu-mu/tama
12,遅,slow,chi/oku-reru/oku-rasu/oso-i
12,着,wear,chaku/ki-ru/ki-seru/tsu-ku/tsu-keru
12,貯,savings,cho
12,朝,morning,chō/asa
12,貼,paste,chō/ha-ru
12,超,transcend,chō/ko-eru/ko-su
12,椎,oak,tsui
12,痛,pain,tsū/ita-i/ita-mu/ita-meru
12,塚,hillock,tsuka
12,堤,dike,tei/tsutsumi
12,提,present,tei/sa-geru
12,程,extent,tei/hodo
12,渡,transit,to/wata-ru/wata-su
12,塔,pagoda,tō
12,搭,board,tō
12,棟,ridgepole,tō/mune
12,湯,hot water,tō/yu
12,痘,pox,tō
12,登,climb,tō/to/nobo-ru
12,答,answer,tō/kota-eru/kota-e
12,等,class,tō/hito-shii
12,筒,cylinder,tō/tsutsu
12,統,unite,tō/su-beru
12,童,juvenile,dō/warabe
12,道,road,dō/michi
12,鈍,dull,don/nibu-i/nibu-ru
12,廃,abolish,hai/suta-reru/suta-ru
12,媒,mediator,bai
12,買,buy,bai/ka-u
12,博,Dr.,haku
12,斑,blemish,han
12,飯,meal,han/meshi
12,晩,nightfall,ban
12,番,one's turn,ban
12,蛮,barbarian,ban
12,悲,sad,hi/kana-shii/kana-shimu
12,扉,front door,hi/tobira
12,費,expense,hi/tsui-yasu/tsui-eru
12,備,provide,bi/sona-eru/sona-waru
12,筆,writing brush,hitsu/fude
12,評,evaluate,hyō
12,富,rich,fu/to-mu/tomi
12,普,universal,fu
12,幅,breadth,fuku/haba
12,復,again,fuku
12,雰,atmosphere,fun
12,塀,fence,hei
12,遍,everywhere,hen
12,補,supplement,ho/ogina-u
12,募,recruit,bo/tsuno-ru
12,報,report,hō/muku-iru
12,傍,bystander,bō/katawa-ra
12,帽,cap,bō
12,棒,rod,bō
12,貿,trade,bō
12,満,full,man/mi-chiru/mi-tasu
12,無,nothing,mu/bu/na-i
12,喩,metaphor,yu
12,愉,pleasure,yu
12,湧,boil,yū/wa-ku
12,猶,furthermore,yū
12,裕,abundant,yū
12,遊,play,yū/aso-bu
12,雄,male,yū/o/osu
12,揚,hoist,yō/a-geru/a-garu
12,揺,swing,yō/yu-reru/yu-ru/yu-ragu/yu-rugu/yu-suru/yu-saburu/yu-suburu
12,葉,leaf,yō/ha
12,陽,sunshine,yō
12,絡,entwine,raku/kara-mu/kara-maru/kara-meru
12,落,fall,raku/o-chiru/o-tosu
12,痢,diarrhea,ri
12,硫,sulphur,ryū
12,量,quantity,ryō/haka-ru
12,塁,bases,rui
12,裂,split,retsu/sa-ku/sa-keru
12,廊,corridor,rō
12,惑,beguile,waku/mado-u
12,湾,gulf,wan
12,腕,arm,wan/ude
13,愛,love,ai
13,暗,dark,an/kura-i
13,彙,same kind,i
13,意,idea,i
13,違,differ,i/chiga-u/chiga-eru
13,園,garden,en/sono
13,煙,smoke,en/kemu-ru/kemuri/kemu-i
13,猿,monkey,en/saru
13,遠,far,en/too-i
13,鉛,lead,en/namari
13,塩,salt,en/shio
13,虞,uneasiness,osore
13,嫁,marry into,ka/yome/totsu-gu
13,暇,spare time,ka/hima
13,禍,calamity,ka
13,靴,shoes,ka/kutsu
13,雅,gracious,ga
13,塊,clod,kai/katamari
13,楷,square character style,kai
13,解,untie,kai/ge/to-ku/to-kasu/to-keru
13,慨,rue,gai
13,蓋,cover,gai/futa
13,該,above-stated,gai
13,較,contrast,kaku
13,隔,isolate,kaku/heda-teru/heda-taru
13,楽,pleasure,gaku/raku/tano-shii/tano-shimu
13,滑,slippery,katsu/kotsu/sube-ru/name-raka
13,褐,brown,katsu
13,勧,persuade,kan/susu-meru
13,寛,tolerant,kan
13,幹,tree-trunk,kan/miki
13,感,feeling,kan
13,漢,China,kan
13,頑,stubborn,gan
13,棄,abandon,ki
13,毀,destroy,ki
13,義,righteousness,gi
13,詰,packed,kitsu/tsu-meru/tsu-maru/tsu-mu
13,嗅,smell,kyū/ka-gu
13,業,business,gyō/gō/waza
13,僅,a wee bit,kin/wazu-ka
13,禁,prohibition,kin
13,愚,foolish,gu/oro-ka
13,窟,cavern,kutsu
13,群,flock,gun/mu-reru/mu-re
13,傾,lean,kei/katamu-ku/katamu-keru
13,携,portable,kei/tazusa-eru/tazusa-waru
13,継,inherit,kei/tsu-gu
13,詣,visit a temple,kei/mō-deru
13,隙,fissure,geki/suki
13,傑,greatness,ketsu
13,嫌,dislike,ken/kira-u/iya
13,献,offering,ken
13,絹,silk,ken/kinu
13,遣,dispatch,ken/tsuka-u/tsuka-wasu
13,源,origin,gen/minamoto
13,誇,boast,ko/hoko-ru
13,鼓,drum,ko/tsuzumi
13,碁,Go,go
13,溝,gutter,kō/mizo
13,鉱,mineral,kō
13,傲,be proud,gō
13,債,bond,sai
13,催,sponsor,sai/moyoo-su
13,塞,obstruct,sai/soku/fusa-gu/fusa-garu
13,歳,year-end,sai
13,載,ride,sai/no-seru/no-ru
13,罪,guilt,zai/tsumi
13,搾,squeeze,saku/shibo-ru
13,嗣,heir,shi
13,試,test,shi/kokoro-miru/tame-su
13,詩,poem,shi
13,資,resources,shi
13,飼,domesticate,shi/ka-u
13,慈,mercy,ji/itsuku-shimu
13,辞,resign,ji/ya-meru
13,嫉,envy,shitsu
13,腫,tumor,shu/ha-reru/ha-rasu
13,愁,distress,shū/ure-eru/ure-i
13,酬,repay,shū
13,準,standard,jun
13,署,government office,sho
13,傷,wound,shō/kizu/ita-mu/ita-meru
13,奨,exhort,shō
13,照,illuminate,shō/te-ru/te-rasu/te-reru
13,詳,detailed,shō/kuwa-shii
13,蒸,steam,jō/mu-su/mu-reru/mu-rasu
13,飾,decorate,shoku/kaza-ru
13,触,contact,shoku/fu-reru/sawa-ru
13,寝,lie down,shin/ne-ru/ne-kasu
13,慎,humility,shin/tsutsushi-mu
13,新,new,shin/atara-shii/ara-ta/nii
13,腎,kidney,jin
13,睡,drowsy,sui
13,数,number,sū/kazu/kazo-eru
13,裾,cuff,suso
13,勢,power,sei/ikio-i
13,聖,holy,sei
13,誠,sincerity,sei/makoto
13,跡,tracks,seki/ato
13,摂,vicarious,setsu
13,節,node,setsu/fushi
13,戦,war,sen/ikusa/tataka-u
13,煎,broil,sen/i-ru
13,羨,envy,sen/uraya-mu/uraya-mashii
13,腺,gland,sen
13,詮,discussion,sen
13,践,tread,sen
13,禅,Zen,zen
13,塑,model,so
13,僧,Buddhist priest,sō
13,想,concept,sō
13,賊,burglar,zoku
13,続,continue,zoku/tsuzu-ku/tsuzu-keru
13,損,loss,son/soko-nau/soko-neru
13,滞,stagnate,tai/todokoo-ru
13,滝,waterfall,taki
13,嘆,sigh,tan/nage-ku/nage-kawashii
13,暖,warmth,dan/atata-ka/atata-kai/atata-maru/atata-meru
13,痴,stupid,chi
13,稚,immature,chi
13,置,put,chi/o-ku
13,蓄,amass,chiku/takuwa-eru
13,腸,intestines,chō
13,跳,hop,chō/ha-neru/to-bu
13,賃,fare,chin
13,艇,rowboat,tei
13,溺,drown,deki/obo-reru
13,鉄,iron,tetsu
13,塡,fill in,ten
13,殿,Mr.,den/ten/tono/dono
13,電,electricity,den
13,塗,paint,to/nu-ru
13,働,work,dō/hatara-ku
13,督,coach,toku
13,頓,suddenly,ton
13,農,farming,nō
13,漠,vague,baku
13,鉢,bowl,hachi
13,搬,conveyor,han
13,煩,anxiety,han/wazura-u/wazura-wasu
13,頒,partition,han
13,微,delicate,bi
13,福,luck,fuku
13,腹,abdomen,fuku/hara
13,墓,grave,bo/haka
13,蜂,bee,hō/hachi
13,豊,bountiful,hō/yuta-ka
13,飽,sated,hō/a-kiru/a-kasu
13,睦,harmonious,boku
13,幕,curtain,maku/baku
13,夢,dream,mu/yume
13,盟,alliance,mei
13,滅,destroy,metsu/horo-biru/horo-bosu
13,誉,reputation,yo/homa-re
13,預,deposit,yo/azu-keru/azu-karu
13,溶,melt,yō/to-keru/to-kasu/to-ku
